x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.226252003211754,-0.18724303714076193,-0.1638376574981667,-0.42909862678091276,-0.452504006423508,-0.29646814213953976,-0.5227201453512937,-0.6787560096352621,-0.4369004199951112,-0.4212968335667144,-0.8581972535618255,-0.5617291114222858,-0.23405379642595242,-0.9596205653464049,-0.1560358642839683,-0.2808645557111429,-1.3575120192705241,-0.3432789014247302,-0.29646814213953976,-1.599367608910675,-0.4447022132093096,-0.2808645557111429,-1.8022142324798336,-0.5227201453512937,-0.007801793214198414,-0.9128098060612144,-0.18724303714076193,-0.17944124392656352,-1.13126001605877,-0.4759093860661033,-0.30426993535373814,-0.8113864942766351,-0.5227201453512937,-0.3276753149963334,-0.6085398707074763,-0.48371117928030166,0.20284662356915878,-0.7957829078482382,-0.24185558964015083,0.007801793214198414,-0.905008012847016,-0.5149183521370954,-0.1092251049987778,-0.6085398707074763,-0.4447022132093096,-0.11702689821297621,-0.452504006423508,-0.3276753149963334,0.3978914539241191,-0.6319452503500715,-0.31987352178213496,0.226252003211754,-0.733368562134651,-0.4759093860661033,0.07801793214198414,-0.5383237317796906,-0.4212968335667144,0.03900896607099207,-0.4212968335667144,-0.3354771082105318,UP
0.0,0.0,0.0,-0.3134814571510807,0.3134814571510807,-0.032429116257008346,-0.497246449274128,0.6053435034641558,-0.14052617044703616,-0.4215785113411085,0.8647764335202226,-0.27024263547506955,-0.22700381379905843,1.0053026039672588,-0.39995910050310296,-0.843157022682217,0.46481733301711964,-0.27024263547506955,-0.7999182010062059,0.9620637822912477,-0.46481733301711964,-0.7891084955872031,1.24311612318532,-0.6053435034641558,-0.7891084955872031,1.4701199369843785,-0.7134405576541837,-0.6918211468161781,0.3026717517320779,-0.35672027882709184,-0.5188658601121335,0.8539667281012199,-0.5404852709501391,-0.35672027882709184,0.8107279064252086,-0.5729143872071475,-0.3242911625700835,0.6918211468161781,-0.5837240926261502,-0.45400762759811686,0.1837649921230473,-0.45400762759811686,-0.25943293005606677,0.6918211468161781,-0.594533798045153,-0.1837649921230473,0.6161532088831586,-0.5404852709501391,-0.2378135192180612,0.46481733301711964,-0.4864367438551252,-0.1837649921230473,0.09728734877102505,-0.5404852709501391,-0.06485823251401669,0.5188658601121335,-0.648582325140167,-0.021619410838005566,0.497246449274128,-0.594533798045153,-0.06485823251401669,0.3675299842460946,-0.5621046817881447,DOWN
0.0,0.0,0.0,-0.35299103396150944,-0.14287732327013478,0.0,-0.7143866163506739,-0.21851825911902967,-0.05042729056592992,-0.9749276176079784,-0.14287732327013478,-0.1260682264148248,-1.0589731018845283,0.008404548427654987,-0.20170916226371968,-0.8236457459101887,-0.5631047446528841,-0.0672363874212399,-1.2018504251546631,-0.43703651823805933,-0.17649551698075472,-1.4203686842736927,-0.3950137760997844,-0.2521364528296496,-1.6136732981097575,-0.3698001308168194,-0.3277773886785445,-0.7059820679230189,-0.5210820025146091,-0.15128187169778975,-1.0673776503121832,-0.1933046138360647,-0.2689455496849596,-0.9160957786143935,-0.1260682264148248,-0.2773500981126146,-0.7984321006272237,-0.1849000654084097,-0.28575464654026955,-0.5715092930805391,-0.40341832452743936,-0.22692280754668465,-0.9076912301867386,-0.0672363874212399,-0.31937284025088947,-0.7564093584889487,-0.042022742138274935,-0.26054100125730456,-0.655554777357089,-0.1260682264148248,-0.21851825911902967,-0.43703651823805933,-0.23532735597433962,-0.3109682918232345,-0.7227911647783288,0.02521364528296496,-0.3698001308168194,-0.621936583646469,0.042022742138274935,-0.31937284025088947,-0.5126774540869542,-0.03361819371061995,-0.28575464654026955,LEFT
0.0,0.0,0.0,0.1506687525016471,-0.4049222723481766,0.23541992578382362,0.34842149016005897,-0.6120918070379414,0.3201710990660001,0.5273406337557649,-0.7627605595395885,0.28250391094058835,0.7439269654768826,-0.9040125150098827,0.23541992578382362,0.7533437625082355,-0.3201710990660001,0.5744246189125296,0.9793468912607062,-0.4425894604735884,0.6591757921947061,1.1205988467310004,-0.5461742278184708,0.6874261832887649,1.2430172081385886,-0.5932582129752355,0.6874261832887649,0.8192613417277061,-0.23541992578382362,0.37667188125411777,0.9793468912607062,-0.6120918070379414,0.35783828719141186,0.7439269654768826,-0.7250933714141767,0.32958789609735306,0.5555910248498237,-0.668592589226059,0.34842149016005897,0.847511732821765,-0.18833594062705888,0.16008554953300005,0.9887636882920592,-0.5744246189125296,0.09416797031352944,0.7250933714141767,-0.6497589951633531,0.0847511732821765,0.5273406337557649,-0.5461742278184708,0.11300156437623533,0.847511732821765,-0.17891914359570593,-0.037667188125411775,0.9510965001666474,-0.5273406337557649,-0.07533437625082355,0.7721773565709414,-0.6120918070379414,-0.05650078218811767,0.5838414159438825,-0.5179238367244119,-0.018833594062705888,RIGHT
0.0,0.0,0.0,0.23923269547533685,0.2242806520081283,-0.34389699974579674,0.6279858256227593,0.34389699974579674,-0.433609260549048,1.001786912302973,0.433609260549048,-0.433609260549048,1.2858757381799355,0.4186572170818395,-0.4186572170818395,0.9270266949669304,-0.14952043467208553,-0.34389699974579674,1.4503482163192296,-0.05980817386883421,-0.4186572170818395,1.7643411291306093,0.0,-0.4485613040162566,2.0185258680731546,0.014952043467208553,-0.4485613040162566,0.9419787384341388,-0.1943765650737112,-0.16447247813929408,1.300827781647144,0.14952043467208553,-0.29904086934417107,1.1513073469750585,0.29904086934417107,-0.32894495627858816,0.971882825368556,0.29904086934417107,-0.29904086934417107,0.9419787384341388,-0.17942452160650263,0.0,1.24101960777831,0.14952043467208553,-0.13456839120487699,1.0765471296390159,0.2840888258769625,-0.13456839120487699,0.9270266949669304,0.26913678240975397,-0.08971226080325131,0.8971226080325132,-0.16447247813929408,0.11961634773766842,1.1214032600406414,0.11961634773766842,0.014952043467208553,1.0466430427045987,0.23923269547533685,0.0,0.9270266949669304,0.23923269547533685,0.014952043467208553,RIGHT
0.0,0.0,0.0,-0.2491257722040831,-0.201993869354662,-0.16159509548372958,-0.44438651258025635,-0.4713190284942113,-0.30299080403199297,-0.579049092150031,-0.6935122847843395,-0.44438651258025635,-0.46458589951572254,-0.8416411223110916,-0.5857822211285197,-0.20872699833315073,-0.9695705729023776,-0.12792945059128594,-0.23565951424710566,-1.3129601508053028,-0.31645706198897045,-0.2558589011825719,-1.5553527940308973,-0.41745399666630145,-0.23565951424710566,-1.7506135344070706,-0.4847852864511888,0.013466257956977465,-0.9291717990314451,-0.15486196650524087,-0.19526074037617325,-1.084033765536686,-0.403987738709324,-0.30972393301048173,-0.754110445590738,-0.41745399666630145,-0.2625920301610606,-0.6261809949994521,-0.3568558358599028,0.21546012731163944,-0.8012423484401592,-0.21546012731163944,0.006733128978488732,-0.8618405092465578,-0.44438651258025635,-0.100996934677331,-0.5925153501070085,-0.3433895779029254,-0.05386503182790986,-0.504984673386655,-0.21546012731163944,0.3635889648383916,-0.6127147370424747,-0.29625767505350425,0.17506135344070706,-0.6329141239779409,-0.42418712564479016,0.040398773870932395,-0.46458589951572254,-0.3501227068814141,0.04713190284942113,-0.403987738709324,-0.2625920301610606,UP
0.0,0.0,0.0,-0.252050848332733,-0.1907411825220682,-0.16349244216177275,-0.44960421594487504,-0.46322858612502277,-0.29973614396325005,-0.5926601028364262,-0.6948428791875342,-0.4427920308548012,-0.47004077121509663,-0.8378987660790853,-0.5722235475662046,-0.21798992288236366,-0.9673302827904888,-0.12943151671140343,-0.24523866324265914,-1.3215639074743297,-0.32017269923347164,-0.26567521851288073,-1.5668025707169888,-0.4223554755845796,-0.24523866324265914,-1.757543753239057,-0.49728951157539214,0.0,-0.9264571722500455,-0.1566802570716989,-0.19755336761214207,-1.0763252442316706,-0.40873110540443186,-0.3133605141433978,-0.7493403599081251,-0.42916766067465345,-0.27929958869302846,-0.6267210282867955,-0.37467017995406254,0.19755336761214207,-0.803837840628716,-0.2111777377922898,0.013624370180147729,-0.8651475064393808,-0.44960421594487504,-0.10218277635110797,-0.5926601028364262,-0.35423362468384095,-0.061309665810664785,-0.5109138817555399,-0.22480210797243752,0.35423362468384095,-0.6199088431967217,-0.2929239588731762,0.1703046272518466,-0.6335332133768694,-0.4223554755845796,0.034060925450369324,-0.46322858612502277,-0.35423362468384095,0.04087311054044319,-0.39510673522428413,-0.26567521851288073,UP
0.0,0.0,0.0,-0.24419269583088787,-0.20349391319240656,-0.16279513055392525,-0.44768660902329444,-0.474819130782282,-0.29845773934886294,-0.590132348257979,-0.7054455657336761,-0.4341203481438007,-0.46803600034253506,-0.8411081745286138,-0.5629998264989915,-0.21027704363215344,-0.9699876528838046,-0.12209634791544394,-0.24419269583088787,-1.3159273053108957,-0.31202400022835675,-0.2645420871501285,-1.5601200011417837,-0.41377095682456,-0.24419269583088787,-1.7568307838944432,-0.48838539166177575,0.006783130439746886,-0.9292888702453233,-0.14922886967443147,-0.20349391319240656,-1.0785177399197547,-0.40020469594506625,-0.3052408697886098,-0.7597106092516511,-0.4205540872643069,-0.2645420871501285,-0.6308311308964604,-0.3730721741860787,0.21027704363215344,-0.8071925223298794,-0.20349391319240656,0.006783130439746886,-0.8682406962876014,-0.44090347858354756,-0.10174695659620328,-0.6036986091374728,-0.35272278286683806,-0.054265043517975085,-0.5223010438605101,-0.2306264349513941,0.35950591330658493,-0.6172648700169666,-0.2848914784693692,0.16957826099367213,-0.6308311308964604,-0.41377095682456,0.03391565219873443,-0.4612528699027882,-0.35272278286683806,0.04069878263848131,-0.40020469594506625,-0.27132521758987543,UP
0.0,0.0,0.0,-0.2570032714731299,-0.19613407559791493,-0.16231785566723994,-0.45313734707104486,-0.4666638350433148,-0.2975827353899399,-0.5951654707798798,-0.6966141305719048,-0.4463741030849098,-0.48019032301558484,-0.8454054982668747,-0.5816389828076098,-0.2231870515424549,-0.9671438900173046,-0.12173839175042996,-0.2570032714731299,-1.3188325772963245,-0.3178724673483449,-0.2772930034315349,-1.5623093607971845,-0.41932112714036984,-0.2570032714731299,-1.7516801924089644,-0.4869535670017198,-0.006763243986134998,-0.9265644261004947,-0.14879136769496995,-0.20966056357018492,-1.0821190377815997,-0.39903139518196484,-0.3178724673483449,-0.7507200824609848,-0.41932112714036984,-0.2705297594453999,-0.6289816907105548,-0.3584519312651549,0.19613407559791493,-0.8115892783361998,-0.20966056357018492,-0.006763243986134998,-0.8656952302252797,-0.43961085909877484,-0.11497514776429496,-0.5951654707798798,-0.3449254432928849,-0.06763243986134998,-0.5140065429462598,-0.21642380755631993,0.3449254432928849,-0.6222184467244197,-0.2908194914038049,0.14879136769496995,-0.6357449346966898,-0.41932112714036984,0.020289731958404993,-0.4666638350433148,-0.3449254432928849,0.040579463916809985,-0.39903139518196484,-0.2570032714731299,UP
0.0,0.0,0.0,-0.25081431572447593,-0.20336295869552104,-0.16269036695641684,-0.4473985091301463,-0.4677348049996984,-0.29826567275343085,-0.5829738149271603,-0.6914340595647716,-0.44061974384029556,-0.4745135702895491,-0.8473456612313376,-0.5829738149271603,-0.21692048927522242,-0.9693634364486503,-0.11523900992746192,-0.25081431572447593,-1.3218592315208868,-0.3050444380432816,-0.27115061159402803,-1.565894781955512,-0.4067259173910421,-0.24403555043462524,-1.7557002100713315,-0.4745135702895491,0.0,-0.928690844709546,-0.14913283637671543,-0.20336295869552104,-1.0846024463761121,-0.39994715210119136,-0.31182320333313224,-0.7592217124632785,-0.41350468268089274,-0.2643718463041773,-0.6304251719561152,-0.35249579507223644,0.19658419340567032,-0.8066730694922334,-0.21014172398537173,0.0,-0.8676819571008897,-0.44061974384029556,-0.10846024463761121,-0.5965313455068617,-0.33893826449253506,-0.06100888760865631,-0.5151861620286533,-0.21014172398537173,0.35249579507223644,-0.6236464066662645,-0.29148690746358014,0.16946913224626753,-0.6372039372459659,-0.42028344797074346,0.027115061159402803,-0.4677348049996984,-0.3457170297823858,0.033893826449253504,-0.4067259173910421,-0.25759308101432665,UP
